city_code,date_created,type_of,forecast,temperature,realfeel,wind,gusts
2893612,2018-11-29,Night,Hazy,14,14,ENE 6 km/h, 7 km/h
2907626,2018-11-29,Day,Hazy sunshine,30,32,NE 7 km/h, 13 km/h
2907626,2018-11-29,Night,Hazy,17,17,SW 6 km/h, 11 km/h
2908829,2018-11-29,Day,Hazy sunshine,31,33,NE 6 km/h, 9 km/h
2908829,2018-11-29,Night,Hazy,15,15,ESE 6 km/h, 9 km/h
887536,2018-11-29,Day,Mostly sunny; beautiful,27,30,ESE 6 km/h, 11 km/h
887536,2018-11-29,Night,Clear,14,14,SW 6 km/h, 7 km/h
194881,2018-11-29,Day,Mostly sunny; nice,28,31,NE 9 km/h, 18 km/h
194881,2018-11-29,Night,Mostly clear,20,19,W 6 km/h, 13 km/h
205341,2018-11-29,Day,Partly sunny; pleasant,29,32,ENE 7 km/h, 11 km/h
205341,2018-11-29,Night,Clear,18,18,W 6 km/h, 9 km/h
189844,2018-11-29,Day,Hazy sun,31,33,NE 6 km/h, 9 km/h
189844,2018-11-29,Night,Hazy,16,17,ESE 4 km/h, 7 km/h
2908716,2018-11-29,Day,Hazy sunshine,30,32,NE 7 km/h, 13 km/h
2908716,2018-11-29,Night,Hazy,17,17,SW 6 km/h, 11 km/h
189792,2018-11-29,Day,Partly sunny; nice,30,33,NE 6 km/h, 11 km/h
189792,2018-11-29,Night,Mostly clear,17,17,ENE 4 km/h, 7 km/h
3351107,2018-11-29,Day,Hazy sunshine,31,33,NE 6 km/h, 9 km/h
3351107,2018-11-29,Night,Hazy,15,15,ESE 6 km/h, 9 km/h
2901354,2018-11-29,Day,Hazy sunshine,31,32,SE 6 km/h, 11 km/h
2901354,2018-11-29,Night,Hazy,15,15,ENE 4 km/h, 9 km/h
2916847,2018-11-29,Day,Partly sunny; nice,30,33,NE 6 km/h, 11 km/h
2916847,2018-11-29,Night,Mostly clear,17,17,ENE 4 km/h, 7 km/h
193242,2018-11-29,Day,Hazy sunshine,29,31,SE 6 km/h, 11 km/h
193242,2018-11-29,Night,Hazy,13,14,SSW 4 km/h, 7 km/h
2934939,2018-11-29,Day,Mostly sunny; nice,28,31,NE 9 km/h, 18 km/h
2934939,2018-11-29,Night,Mostly clear,20,19,W 6 km/h, 13 km/h
2936500,2018-11-29,Day,Partly sunny; pleasant,29,32,ENE 7 km/h, 11 km/h
2936500,2018-11-29,Night,Clear,18,18,W 6 km/h, 9 km/h
194966,2018-11-29,Day,Hazy sun,32,34,NE 6 km/h, 11 km/h
194966,2018-11-29,Night,Hazy,15,16,ENE 6 km/h, 7 km/h
2936112,2018-11-29,Day,Mostly sunny; nice,30,33,SE 4 km/h, 7 km/h
2936112,2018-11-29,Night,Clear,15,16,SW 4 km/h, 7 km/h
194965,2018-11-29,Day,Mostly sunny; nice,28,30,ENE 6 km/h, 9 km/h
194965,2018-11-29,Night,Mainly clear,16,17,SSE 6 km/h, 9 km/h
194964,2018-11-29,Day,Sun and some clouds; beautiful,32,34,S 2 km/h, 11 km/h
194964,2018-11-29,Night,Partly cloudy,14,15,ENE 4 km/h, 9 km/h
189793,2018-11-29,Day,Mostly sunny; nice,28,31,NE 9 km/h, 18 km/h
189793,2018-11-29,Night,Mostly clear,20,19,W 6 km/h, 13 km/h
2908393,2018-11-29,Day,Hazy sun,31,33,NE 7 km/h, 11 km/h
2908393,2018-11-29,Night,Hazy,17,17,SSW 6 km/h, 9 km/h
189801,2018-11-29,Day,Hazy sunshine,32,34,S 6 km/h, 13 km/h
189801,2018-11-29,Night,Hazy,14,14,ENE 6 km/h, 7 km/h
2913037,2018-11-29,Day,Hazy sun,31,33,NE 7 km/h, 11 km/h
2913037,2018-11-29,Night,Hazy,17,17,SSW 6 km/h, 9 km/h
189816,2018-11-29,Day,Hazy sunshine,31,33,NE 6 km/h, 13 km/h
189816,2018-11-29,Night,Hazy,14,14,ENE 6 km/h, 7 km/h
189781,2018-11-29,Day,Mostly sunny; nice,30,33,NE 4 km/h, 9 km/h
189781,2018-11-29,Night,Mostly clear,17,18,ENE 4 km/h, 7 km/h
194953,2018-11-29,Day,Hazy sun,30,32,NE 7 km/h, 13 km/h
194953,2018-11-29,Night,Hazy,18,18,SW 6 km/h, 11 km/h
189841,2018-11-29,Day,Hazy sun,31,33,ENE 6 km/h, 9 km/h
189841,2018-11-29,Night,Hazy,16,17,NE 6 km/h, 9 km/h
194883,2018-11-29,Day,Plenty of sunshine; nice,31,33,NNW 6 km/h, 11 km/h
194883,2018-11-29,Night,Clear,13,14,SE 6 km/h, 9 km/h
189787,2018-11-29,Day,Hazy sun,32,33,NE 7 km/h, 11 km/h
189787,2018-11-29,Night,Hazy,16,16,WSW 6 km/h, 11 km/h
194882,2018-11-29,Day,Mostly sunny; nice,30,33,E 6 km/h, 11 km/h
194882,2018-11-29,Night,Clear,16,17,WSW 6 km/h, 9 km/h
2935200,2018-11-29,Day,Mostly sunny; nice,28,31,NE 9 km/h, 18 km/h
2935200,2018-11-29,Night,Mostly clear,20,19,W 6 km/h, 13 km/h
2896745,2018-11-29,Day,Sun and some clouds; beautiful,32,34,S 2 km/h, 11 km/h
2896745,2018-11-29,Night,Partly cloudy,14,15,ENE 4 km/h, 9 km/h
189785,2018-11-29,Day,Hazy sunshine,31,32,ENE 6 km/h, 13 km/h
189785,2018-11-29,Night,Hazy,15,15,WSW 6 km/h, 9 km/h
2910834,2018-11-29,Day,Hazy sunshine,31,33,ENE 6 km/h, 13 km/h
2910834,2018-11-29,Night,Hazy,15,15,SE 6 km/h, 7 km/h
2929172,2018-11-29,Day,Mostly sunny; nice,30,33,E 6 km/h, 11 km/h
2929172,2018-11-29,Night,Clear,16,17,WSW 6 km/h, 9 km/h
199989,2018-11-29,Day,Hazy sun,30,32,NE 7 km/h, 13 km/h
199989,2018-11-29,Night,Hazy,18,18,SW 6 km/h, 11 km/h
189798,2018-11-29,Day,Hazy sunshine,27,29,S 6 km/h, 9 km/h
189798,2018-11-29,Night,Hazy,13,13,E 6 km/h, 9 km/h
2904931,2018-11-29,Day,Hazy sunshine,32,34,SE 6 km/h, 9 km/h
2904931,2018-11-29,Night,Hazy,14,15,ESE 6 km/h, 9 km/h
194934,2018-11-29,Day,Hazy sunshine,30,33,NNE 6 km/h, 9 km/h
194934,2018-11-29,Night,Hazy,17,18,ESE 6 km/h, 9 km/h
189799,2018-11-29,Day,Mostly sunny; nice,30,32,E 7 km/h, 15 km/h
189799,2018-11-29,Night,Clear,20,20,ENE 6 km/h, 13 km/h
189821,2018-11-29,Day,Hazy sun,32,34,NE 6 km/h, 11 km/h
189821,2018-11-29,Night,Hazy,15,16,ENE 6 km/h, 7 km/h
194927,2018-11-29,Day,Mostly sunny; nice,30,32,E 7 km/h, 15 km/h
194927,2018-11-29,Night,Clear,20,20,ENE 6 km/h, 13 km/h
2815013,2018-11-29,Day,Sunny; pleasant,32,34,NNW 6 km/h, 11 km/h
2815013,2018-11-29,Night,Increasing clouds,16,16,SE 6 km/h, 9 km/h
189786,2018-11-29,Day,Partly sunny; nice,30,33,ENE 4 km/h, 13 km/h
189786,2018-11-29,Night,Partly cloudy,16,17,SW 4 km/h, 7 km/h
189784,2018-11-29,Day,Mostly sunny; pleasant,31,33,ESE 6 km/h, 9 km/h
189784,2018-11-29,Night,Clear,14,15,SE 6 km/h, 7 km/h
194911,2018-11-29,Day,Hazy sun,32,34,NE 6 km/h, 11 km/h
194911,2018-11-29,Night,Hazy,15,16,ENE 6 km/h, 7 km/h
194922,2018-11-29,Day,Sunshine; nice,29,32,N 6 km/h, 13 km/h
194922,2018-11-29,Night,Clear,13,13,ESE 6 km/h, 9 km/h
2916871,2018-11-29,Day,Hazy sun,31,33,NE 6 km/h, 9 km/h
2916871,2018-11-29,Night,Hazy,16,17,ESE 4 km/h, 7 km/h
2913167,2018-11-29,Day,Hazy sunshine,31,33,ENE 6 km/h, 13 km/h
2913167,2018-11-29,Night,Hazy,15,15,SE 6 km/h, 7 km/h
2894304,2018-11-29,Day,Hazy sunshine,27,29,S 6 km/h, 9 km/h
2894304,2018-11-29,Night,Hazy,13,13,E 6 km/h, 9 km/h
194880,2018-11-29,Day,Partly sunny; pleasant,30,33,ENE 7 km/h, 15 km/h
194880,2018-11-29,Night,Clear,17,18,WSW 6 km/h, 11 km/h
189795,2018-11-29,Day,Hazy sunshine,32,33,E 7 km/h, 18 km/h
189795,2018-11-29,Night,Hazy,16,16,NNE 6 km/h, 9 km/h
189843,2018-11-29,Day,Hazy sunshine,31,33,NE 6 km/h, 9 km/h
189843,2018-11-29,Night,Hazy,15,15,ESE 6 km/h, 9 km/h
199751,2018-11-29,Day,Abundant sunshine,28,31,NNW 6 km/h, 9 km/h
199751,2018-11-29,Night,Clear,11,11,SE 6 km/h, 7 km/h
189568,2018-11-29,Day,Plenty of sunshine; nice,26,29,WNW 6 km/h, 9 km/h
189568,2018-11-29,Night,Clear,9,9,ENE 6 km/h, 9 km/h
189566,2018-11-29,Day,Mostly sunny,28,29,NNE 6 km/h, 11 km/h
189566,2018-11-29,Night,Clear,14,14,ENE 7 km/h, 9 km/h
887261,2018-11-29,Day,Plenty of sun; comfortable,26,29,W 6 km/h, 9 km/h
887261,2018-11-29,Night,Clear,10,10,SSE 6 km/h, 9 km/h
3347420,2018-11-29,Day,Mostly sunny,30,32,NNE 6 km/h, 9 km/h
3347420,2018-11-29,Night,Clear,14,14,SE 6 km/h, 9 km/h
3334455,2018-11-29,Day,Plenty of sunshine; nice,26,29,WNW 6 km/h, 9 km/h
3334455,2018-11-29,Night,Clear,9,9,ENE 6 km/h, 9 km/h
199750,2018-11-29,Day,Plenty of sunshine; pleasant,26,29,SW 4 km/h, 9 km/h
199750,2018-11-29,Night,Clear,9,9,N 6 km/h, 9 km/h
189567,2018-11-29,Day,Plenty of sun; pleasant,26,29,SSW 6 km/h, 11 km/h
189567,2018-11-29,Night,Mainly clear,7,7,ENE 6 km/h, 11 km/h
3334342,2018-11-29,Day,Mostly sunny,30,32,NNE 6 km/h, 9 km/h
3334342,2018-11-29,Night,Clear,12,12,SSE 7 km/h, 9 km/h
3333700,2018-11-29,Day,Mostly sunny,27,30,NE 6 km/h, 9 km/h
3333700,2018-11-29,Night,Clear,10,10,SE 6 km/h, 9 km/h
3343927,2018-11-29,Day,Plenty of sunshine,32,34,N 6 km/h, 9 km/h
3343927,2018-11-29,Night,Clear,14,15,SE 6 km/h, 9 km/h
3346971,2018-11-29,Day,Mostly sunny,30,32,NNE 6 km/h, 9 km/h
3346971,2018-11-29,Night,Clear,14,14,SE 6 km/h, 9 km/h
3347498,2018-11-29,Day,Mostly sunny,30,32,NNE 6 km/h, 9 km/h
3347498,2018-11-29,Night,Clear,12,12,SSE 7 km/h, 9 km/h
3333714,2018-11-29,Day,Mostly sunny; pleasant,26,28,NE 6 km/h, 9 km/h
3333714,2018-11-29,Night,Clear,9,9,SSE 6 km/h, 7 km/h
3344184,2018-11-29,Day,Plenty of sun; nice,24,26,SW 7 km/h, 11 km/h
3344184,2018-11-29,Night,Clear,8,9,N 4 km/h, 9 km/h
3334368,2018-11-29,Day,Mostly sunny,30,32,NNE 6 km/h, 9 km/h
3334368,2018-11-29,Night,Clear,12,12,SSE 7 km/h, 9 km/h
3343929,2018-11-29,Day,Plenty of sunshine,32,34,N 6 km/h, 9 km/h
3343929,2018-11-29,Night,Clear,14,15,SE 6 km/h, 9 km/h
888933,2018-11-29,Day,Plenty of sunshine,32,34,N 6 km/h, 9 km/h
888933,2018-11-29,Night,Clear,14,15,SE 6 km/h, 9 km/h
3343903,2018-11-29,Day,Plenty of sunshine,32,34,N 6 km/h, 9 km/h
3343903,2018-11-29,Night,Clear,14,15,SE 6 km/h, 9 km/h
3333592,2018-11-29,Day,Plenty of sun; nice,24,26,SW 7 km/h, 11 km/h
3333592,2018-11-29,Night,Clear,8,9,N 4 km/h, 9 km/h
3339922,2018-11-29,Day,Sunshine,29,32,SSW 4 km/h, 7 km/h
3339922,2018-11-29,Night,Clear,10,10,E 6 km/h, 7 km/h
3341095,2018-11-29,Day,Plenty of sunshine,30,32,WSW 6 km/h, 9 km/h
3341095,2018-11-29,Night,Clear,12,12,S 6 km/h, 7 km/h
199745,2018-11-29,Day,Mostly sunny,28,29,NNE 6 km/h, 11 km/h
199745,2018-11-29,Night,Clear,14,14,ENE 7 km/h, 9 km/h
3342506,2018-11-29,Day,Plenty of sun; nice,24,26,SW 7 km/h, 11 km/h
3342506,2018-11-29,Night,Clear,8,9,N 4 km/h, 9 km/h
3346290,2018-11-29,Day,Plenty of sun; pleasant,26,29,SSW 6 km/h, 11 km/h
3346290,2018-11-29,Night,Mainly clear,7,7,ENE 6 km/h, 11 km/h
3343925,2018-11-29,Day,Plenty of sunshine,32,34,N 6 km/h, 9 km/h
3343925,2018-11-29,Night,Clear,14,15,SE 6 km/h, 9 km/h
890065,2018-11-29,Day,Mostly sunny; very warm,31,33,NNE 6 km/h, 11 km/h
890065,2018-11-29,Night,Clear,14,14,SE 6 km/h, 9 km/h
3346975,2018-11-29,Day,Mostly sunny; pleasant,26,28,NE 6 km/h, 9 km/h
3346975,2018-11-29,Night,Clear,9,9,SSE 6 km/h, 7 km/h
189565,2018-11-29,Day,Abundant sunshine,28,31,NNW 6 km/h, 9 km/h
189565,2018-11-29,Night,Clear,11,11,SE 6 km/h, 7 km/h
194878,2018-11-29,Day,Mostly sunny,30,32,NNE 6 km/h, 9 km/h
194878,2018-11-29,Night,Clear,12,12,SSE 7 km/h, 9 km/h
3341114,2018-11-29,Day,Plenty of sunshine,30,33,S 4 km/h, 7 km/h
3341114,2018-11-29,Night,Clear,10,10,ESE 6 km/h, 7 km/h
3334391,2018-11-29,Day,Mostly sunny,27,30,NE 6 km/h, 9 km/h
3334391,2018-11-29,Night,Clear,10,10,SE 6 km/h, 9 km/h
199756,2018-11-29,Day,Mostly sunny,28,29,NNE 6 km/h, 11 km/h
199756,2018-11-29,Night,Clear,14,14,ENE 7 km/h, 9 km/h
3342484,2018-11-29,Day,Plenty of sunshine,32,34,N 6 km/h, 9 km/h
3342484,2018-11-29,Night,Clear,14,15,SE 6 km/h, 9 km/h
189564,2018-11-29,Day,Plenty of sun; comfortable,26,29,W 6 km/h, 9 km/h
189564,2018-11-29,Night,Clear,10,10,SSE 6 km/h, 9 km/h
3343904,2018-11-29,Day,Plenty of sunshine,32,34,N 6 km/h, 9 km/h
3343904,2018-11-29,Night,Clear,14,15,SE 6 km/h, 9 km/h
3334696,2018-11-29,Day,Plenty of sun; comfortable,26,29,W 6 km/h, 9 km/h
3334696,2018-11-29,Night,Clear,10,10,SSE 6 km/h, 9 km/h
3344119,2018-11-29,Day,Plenty of sunshine,30,33,S 4 km/h, 7 km/h
3344119,2018-11-29,Night,Clear,10,10,ESE 6 km/h, 7 km/h
3334709,2018-11-29,Day,Plenty of sunshine; pleasant,26,29,SW 4 km/h, 9 km/h
3334709,2018-11-29,Night,Clear,9,9,N 6 km/h, 9 km/h
3339912,2018-11-29,Day,Sunshine; nice,22,25,SSW 6 km/h, 11 km/h
3339912,2018-11-29,Night,Clear; chilly,5,6,N 4 km/h, 9 km/h
199766,2018-11-29,Day,Plenty of sun; comfortable,26,29,W 6 km/h, 9 km/h
199766,2018-11-29,Night,Clear,10,10,SSE 6 km/h, 9 km/h
3334710,2018-11-29,Day,Plenty of sun; comfortable,26,29,W 6 km/h, 9 km/h
3334710,2018-11-29,Night,Clear,10,10,SSE 6 km/h, 9 km/h
3343905,2018-11-29,Day,Plenty of sunshine,32,34,N 6 km/h, 9 km/h
3343905,2018-11-29,Night,Clear,14,15,SE 6 km/h, 9 km/h
3341155,2018-11-29,Day,Plenty of sunshine,32,34,N 6 km/h, 9 km/h
3341155,2018-11-29,Night,Clear,14,15,SE 6 km/h, 9 km/h
186889,2018-11-29,Day,Plenty of sunshine,32,34,N 6 km/h, 9 km/h
186889,2018-11-29,Night,Clear,14,15,SE 6 km/h, 9 km/h
3347286,2018-11-29,Day,Mostly sunny,30,32,NNE 6 km/h, 9 km/h
3347286,2018-11-29,Night,Clear,14,14,SE 6 km/h, 9 km/h
3347318,2018-11-29,Day,Mostly sunny,30,32,NNE 6 km/h, 9 km/h
3347318,2018-11-29,Night,Clear,14,14,SE 6 km/h, 9 km/h
3343928,2018-11-29,Day,Plenty of sunshine,32,34,N 6 km/h, 9 km/h
3343928,2018-11-29,Night,Clear,14,15,SE 6 km/h, 9 km/h
3346352,2018-11-29,Day,Mostly sunny,31,32,NNE 6 km/h, 9 km/h
3346352,2018-11-29,Night,Clear,14,15,ESE 6 km/h, 9 km/h
3342596,2018-11-29,Day,Plenty of sunshine,32,34,N 6 km/h, 9 km/h
3342596,2018-11-29,Night,Clear,14,15,SE 6 km/h, 9 km/h
3347455,2018-11-29,Day,Mostly sunny; very warm,31,33,NNE 6 km/h, 11 km/h
3347455,2018-11-29,Night,Clear,14,14,SE 6 km/h, 9 km/h
3346974,2018-11-29,Day,Mostly sunny,27,30,NE 6 km/h, 9 km/h
3346974,2018-11-29,Night,Clear,10,10,SE 6 km/h, 9 km/h
3334363,2018-11-29,Day,Mostly sunny,30,32,NNE 6 km/h, 9 km/h
3334363,2018-11-29,Night,Clear,14,14,SE 6 km/h, 9 km/h
3347456,2018-11-29,Day,Mostly sunny,30,32,NNE 6 km/h, 9 km/h
3347456,2018-11-29,Night,Clear,14,14,SE 6 km/h, 9 km/h
3334390,2018-11-29,Day,Mostly sunny; pleasant,26,28,NE 6 km/h, 9 km/h
3334390,2018-11-29,Night,Clear,9,9,SSE 6 km/h, 7 km/h
3333632,2018-11-29,Day,Plenty of sunshine,32,34,N 6 km/h, 9 km/h
3333632,2018-11-29,Night,Clear,14,15,SE 6 km/h, 9 km/h
3347269,2018-11-29,Day,Mostly sunny,31,32,NNE 6 km/h, 9 km/h
3347269,2018-11-29,Night,Clear,14,15,ESE 6 km/h, 9 km/h
3347267,2018-11-29,Day,Mostly sunny,31,32,NNE 6 km/h, 9 km/h
3347267,2018-11-29,Night,Clear,14,15,ESE 6 km/h, 9 km/h
3344145,2018-11-29,Day,Plenty of sunshine,30,33,S 4 km/h, 7 km/h
3344145,2018-11-29,Night,Clear,10,10,ESE 6 km/h, 7 km/h
3344146,2018-11-29,Day,Plenty of sun; pleasant,25,28,SSW 6 km/h, 9 km/h
3344146,2018-11-29,Night,Clear,6,8,N 4 km/h, 9 km/h
3334393,2018-11-29,Day,Mostly sunny,30,32,NNE 6 km/h, 9 km/h
3334393,2018-11-29,Night,Clear,14,14,SE 6 km/h, 9 km/h
3346959,2018-11-29,Day,Abundant sunshine,28,31,NNW 6 km/h, 9 km/h
3346959,2018-11-29,Night,Clear,11,11,SE 6 km/h, 7 km/h
3347327,2018-11-29,Day,Mostly sunny,30,32,NNE 6 km/h, 9 km/h
3347327,2018-11-29,Night,Clear,14,14,SE 6 km/h, 9 km/h
3346951,2018-11-29,Day,Mostly sunny,28,29,NNE 6 km/h, 11 km/h
3346951,2018-11-29,Night,Clear,14,14,ENE 7 km/h, 9 km/h
3346998,2018-11-29,Day,Abundant sunshine,28,31,NNW 6 km/h, 9 km/h
3346998,2018-11-29,Night,Clear,11,11,SE 6 km/h, 7 km/h
3346267,2018-11-29,Day,Abundant sunshine,28,31,NNW 6 km/h, 9 km/h
3346267,2018-11-29,Night,Clear,11,11,SE 6 km/h, 7 km/h
3347414,2018-11-29,Day,Partly to mostly sunny,32,33,NE 6 km/h, 9 km/h
3347414,2018-11-29,Night,Clear to partly cloudy,14,14,ESE 6 km/h, 11 km/h
3346946,2018-11-29,Day,Mostly sunny,31,32,NNE 6 km/h, 9 km/h
3346946,2018-11-29,Night,Clear,14,15,ESE 6 km/h, 9 km/h
3346259,2018-11-29,Day,Abundant sunshine,28,31,NNW 6 km/h, 9 km/h
3346259,2018-11-29,Night,Clear,11,11,SE 6 km/h, 7 km/h
3345438,2018-11-29,Day,Abundant sunshine,28,31,NNW 6 km/h, 9 km/h
3345438,2018-11-29,Night,Clear,11,11,SE 6 km/h, 7 km/h
3346948,2018-11-29,Day,Mostly sunny,28,29,NNE 6 km/h, 11 km/h
3346948,2018-11-29,Night,Clear,14,14,ENE 7 km/h, 9 km/h
3333697,2018-11-29,Day,Mostly sunny,31,32,NNE 6 km/h, 9 km/h
3333697,2018-11-29,Night,Clear,14,15,ESE 6 km/h, 9 km/h
3345369,2018-11-29,Day,Plenty of sunshine; nice,26,29,WNW 6 km/h, 9 km/h
3347008,2018-11-29,Day,Mostly sunny,31,32,NNE 6 km/h, 9 km/h
3345369,2018-11-29,Night,Clear,9,9,ENE 6 km/h, 9 km/h
3347008,2018-11-29,Night,Clear,14,15,ESE 6 km/h, 9 km/h
3334392,2018-11-29,Day,Mostly sunny,30,32,NNE 6 km/h, 9 km/h
3334392,2018-11-29,Night,Clear,14,14,SE 6 km/h, 9 km/h
3345354,2018-11-29,Day,Plenty of sunshine; nice,26,29,WNW 6 km/h, 9 km/h
3345354,2018-11-29,Night,Clear,9,9,ENE 6 km/h, 9 km/h
3343999,2018-11-29,Day,Plenty of sunshine,32,34,N 6 km/h, 9 km/h
3343999,2018-11-29,Night,Clear,14,15,SE 6 km/h, 9 km/h
3334790,2018-11-29,Day,Plenty of sunshine,30,33,S 4 km/h, 7 km/h
3334790,2018-11-29,Night,Clear,10,10,ESE 6 km/h, 7 km/h
3346276,2018-11-29,Day,Plenty of sunshine; nice,26,29,WNW 6 km/h, 9 km/h
3346276,2018-11-29,Night,Clear,9,9,ENE 6 km/h, 9 km/h
194868,2018-11-29,Day,Plenty of sunshine,30,33,S 4 km/h, 7 km/h
194868,2018-11-29,Night,Clear,10,10,ESE 6 km/h, 7 km/h
3347014,2018-11-29,Day,Mostly sunny,31,32,NNE 6 km/h, 9 km/h
3347014,2018-11-29,Night,Clear,14,15,ESE 6 km/h, 9 km/h
3346263,2018-11-29,Day,Abundant sunshine,28,31,NNW 6 km/h, 9 km/h
3346263,2018-11-29,Night,Clear,11,11,SE 6 km/h, 7 km/h
3346261,2018-11-29,Day,Abundant sunshine,28,31,NNW 6 km/h, 9 km/h
3346261,2018-11-29,Night,Clear,11,11,SE 6 km/h, 7 km/h
3345427,2018-11-29,Day,Plenty of sunshine; nice,26,29,WNW 6 km/h, 9 km/h
3345427,2018-11-29,Night,Clear,9,9,ENE 6 km/h, 9 km/h
3333680,2018-11-29,Day,Plenty of sunshine; nice,26,29,WNW 6 km/h, 9 km/h
3333680,2018-11-29,Night,Clear,9,9,ENE 6 km/h, 9 km/h
3342583,2018-11-29,Day,Plenty of sunshine,32,34,N 6 km/h, 9 km/h
3342583,2018-11-29,Night,Clear,14,15,SE 6 km/h, 9 km/h
3344001,2018-11-29,Day,Plenty of sunshine,32,34,N 6 km/h, 9 km/h
3344001,2018-11-29,Night,Clear,14,15,SE 6 km/h, 9 km/h
3346947,2018-11-29,Day,Mostly sunny,28,29,NNE 6 km/h, 11 km/h
3346947,2018-11-29,Night,Clear,14,14,ENE 7 km/h, 9 km/h
3345374,2018-11-29,Day,Plenty of sunshine; nice,26,29,WNW 6 km/h, 9 km/h
3345374,2018-11-29,Night,Clear,9,9,ENE 6 km/h, 9 km/h
3344047,2018-11-29,Day,Plenty of sunshine,32,34,N 6 km/h, 9 km/h
3344047,2018-11-29,Night,Clear,14,15,SE 6 km/h, 9 km/h
3344167,2018-11-29,Day,Plenty of sun; nice,24,26,SW 7 km/h, 11 km/h
3344167,2018-11-29,Night,Clear,8,9,N 4 km/h, 9 km/h
3347266,2018-11-29,Day,Partly to mostly sunny,32,33,NE 6 km/h, 9 km/h
3347266,2018-11-29,Night,Clear to partly cloudy,14,14,ESE 6 km/h, 11 km/h
3345420,2018-11-29,Day,Plenty of sunshine; nice,26,29,WNW 6 km/h, 9 km/h
3345420,2018-11-29,Night,Clear,9,9,ENE 6 km/h, 9 km/h
3344155,2018-11-29,Day,Plenty of sunshine; nice,26,29,WNW 6 km/h, 9 km/h
3344155,2018-11-29,Night,Clear,9,9,ENE 6 km/h, 9 km/h
3345413,2018-11-29,Day,Plenty of sunshine; nice,26,29,WNW 6 km/h, 9 km/h
3345413,2018-11-29,Night,Clear,9,9,ENE 6 km/h, 9 km/h
3342606,2018-11-29,Day,Plenty of sunshine,32,34,N 6 km/h, 9 km/h
3342606,2018-11-29,Night,Clear,14,15,SE 6 km/h, 9 km/h
3342493,2018-11-29,Day,Plenty of sun; comfortable,26,29,W 6 km/h, 9 km/h
3342493,2018-11-29,Night,Clear,10,10,SSE 6 km/h, 9 km/h
3342610,2018-11-29,Day,Plenty of sunshine,32,34,N 6 km/h, 9 km/h
3342610,2018-11-29,Night,Clear,14,15,SE 6 km/h, 9 km/h
3342598,2018-11-29,Day,Plenty of sunshine,32,34,N 6 km/h, 9 km/h
3342598,2018-11-29,Night,Clear,14,15,SE 6 km/h, 9 km/h
3347427,2018-11-29,Day,Mostly sunny,30,32,NNE 6 km/h, 9 km/h
3347427,2018-11-29,Night,Clear,12,12,SSE 7 km/h, 9 km/h
3319719,2018-11-29,Day,"Cloudy, showers",27,32,NE 13 km/h, 30 km/h
3319719,2018-11-29,Night,"Considerable cloudiness, showers",24,26,NE 11 km/h, 15 km/h
3319763,2018-11-29,Day,"Cloudy, showers",28,33,NE 13 km/h, 20 km/h
3319763,2018-11-29,Night,"Cloudy, a couple of showers",23,24,N 9 km/h, 17 km/h
3352334,2018-11-29,Day,"Cloudy, showers",28,33,NE 13 km/h, 20 km/h
3352334,2018-11-29,Night,"Cloudy, a couple of showers",23,24,N 9 km/h, 17 km/h
3319709,2018-11-29,Day,"Cloudy, showers",27,32,NE 13 km/h, 30 km/h
3319709,2018-11-29,Night,"Considerable cloudiness, showers",24,26,NE 11 km/h, 15 km/h
3319687,2018-11-29,Day,"Considerable cloudiness, showers",27,32,NE 9 km/h, 35 km/h
3319687,2018-11-29,Night,"Considerable cloudiness, showers",24,25,NNE 7 km/h, 15 km/h
3319694,2018-11-29,Day,"Cloudy, showers",27,32,NE 13 km/h, 30 km/h
3319694,2018-11-29,Night,"Considerable cloudiness, showers",24,26,NE 11 km/h, 15 km/h
3319749,2018-11-29,Day,"Considerable cloudiness, showers",27,32,NE 9 km/h, 35 km/h
3319749,2018-11-29,Night,"Considerable cloudiness, showers",24,25,NNE 7 km/h, 15 km/h
3319686,2018-11-29,Day,"Cloudy, showers",28,33,NE 13 km/h, 20 km/h
3319686,2018-11-29,Night,"Cloudy, a couple of showers",23,24,N 9 km/h, 17 km/h
3319773,2018-11-29,Day,"Considerable cloudiness, showers",27,32,NE 9 km/h, 35 km/h
3319773,2018-11-29,Night,"Considerable cloudiness, showers",24,25,NNE 7 km/h, 15 km/h
3319710,2018-11-29,Day,"Cloudy, showers",27,32,NE 13 km/h, 30 km/h
3319710,2018-11-29,Night,"Considerable cloudiness, showers",24,26,NE 11 km/h, 15 km/h
3319776,2018-11-29,Day,"Cloudy, showers",28,33,NE 13 km/h, 20 km/h
3319776,2018-11-29,Night,"Cloudy, a couple of showers",23,24,N 9 km/h, 17 km/h
3319716,2018-11-29,Day,"Cloudy, showers",27,32,NE 13 km/h, 30 km/h
3319716,2018-11-29,Night,"Considerable cloudiness, showers",24,26,NE 11 km/h, 15 km/h
3319705,2018-11-29,Day,"Cloudy, showers",27,32,NE 13 km/h, 30 km/h
3319705,2018-11-29,Night,"Considerable cloudiness, showers",24,26,NE 11 km/h, 15 km/h
3319746,2018-11-29,Day,"Considerable cloudiness, showers",27,32,NE 9 km/h, 35 km/h
3319746,2018-11-29,Night,"Considerable cloudiness, showers",24,25,NNE 7 km/h, 15 km/h
3319759,2018-11-29,Day,"Cloudy, showers",28,33,NE 13 km/h, 20 km/h
